title,salary,experience,work_format,city,min_salary,max_salary,avg_salary
Арт-менеджер,"80 000 ₽ за месяц, до вычета налогов",Опыт 1-3 года,На месте работодателя,Челябинск,80000.0,80000.0,80000.0
Региональный представитель HYUNDAI Electric с опытом в электротехническом оборудовании (удаленно),"от 200 000 ₽ за месяц, на руки",Опыт 1-3 года,Можно удалённо,Челябинск,200000.0,200000.0,200000.0
Грузчик-комплектовщик (склад г. Челябинск),"104 100 ₽ за месяц, на руки",Без опыта,На месте работодателя,Челябинск,104100.0,104100.0,104100.0
Грузчик-комплектовщик (склад г. Копейск),"от 121 000 ₽ за месяц, на руки",Без опыта,На месте работодателя,Челябинск,121000.0,121000.0,121000.0
Специалист отдела продаж,"от 100 000 ₽ за месяц, до вычета налогов",Опыт 1-3 года,На месте работодателя,Челябинск,100000.0,100000.0,100000.0
Начальник смены ГЭС,"90 000 – 95 000 ₽ за месяц, на руки",Опыт 1-3 года,На месте работодателя,Челябинск,90000.0,95000.0,92500.0
Менеджер по продажам (без поиска),"от 50 000 ₽ за месяц, на руки",Без опыта,На месте работодателя,Челябинск,50000.0,50000.0,50000.0
Менеджер по продажам,"от 100 000 ₽ за месяц, на руки",Опыт 1-3 года,На месте работодателя,Челябинск,100000.0,100000.0,100000.0
Оператор call-центра (без поиска клиентов),"35 000 – 50 000 ₽ за месяц, на руки",Без опыта,Можно удалённо,Челябинск,35000.0,50000.0,42500.0
Менеджер по закупкам,"до 65 000 ₽ за месяц, на руки",Опыт 1-3 года,На месте работодателя,Челябинск,65000.0,65000.0,65000.0
Администратор салона красоты,"от 45 000 ₽ за месяц, на руки",Опыт 1-3 года,На месте работодателя,Челябинск,45000.0,45000.0,45000.0
Бухгалтер,"67 000 – 77 000 ₽ за месяц, на руки",Опыт 1-3 года,На месте работодателя,Челябинск,67000.0,77000.0,72000.0
Бармен,"45 000 – 60 000 ₽ за месяц, на руки",Без опыта,На месте работодателя,Челябинск,45000.0,60000.0,52500.0
Комплектовщик обуви на склад,"150 000 – 300 000 ₽ за месяц, на руки",Без опыта,Вахта,Челябинск,150000.0,300000.0,225000.0
Менеджер в пункт выдачи заказов СДЭК,"от 45 000 ₽ за месяц, на руки",Без опыта,На месте работодателя,Челябинск,45000.0,45000.0,45000.0
"Менеджер по продажам (маркетплейсы, розница, опт, ВЭД)","70 000 – 150 000 ₽ за месяц, на руки",Опыт 1-3 года,Можно удалённо,Челябинск,70000.0,150000.0,110000.0
Специалист по выкладке товара,"от 63 580 ₽ за месяц, до вычета налогов",Без опыта,На месте работодателя,Челябинск,63580.0,63580.0,63580.0
Party girl (Пати Герл)/Party boy (Пати Бой),"от 75 000 ₽ за месяц, на руки",Без опыта,На месте работодателя,Челябинск,75000.0,75000.0,75000.0
Артистка в шоу-балет,"от 100 000 ₽ за месяц, на руки",Без опыта,На месте работодателя,Челябинск,100000.0,100000.0,100000.0
Операционный менеджер / Стажер операционного менеджера,"до 50 000 ₽ за месяц, на руки",Без опыта,Можно удалённо,Челябинск,50000.0,50000.0,50000.0
Мастер цеха,"от 90 000 ₽ за месяц, на руки",Опыт 1-3 года,На месте работодателя,Челябинск,90000.0,90000.0,90000.0
Юрист (банкротство) / помощник арбитражного управляющего,"70 000 – 120 000 ₽ за месяц, на руки",Опыт 1-3 года,На месте работодателя,Челябинск,70000.0,120000.0,95000.0
Старший смены на производство гель-лаков,"55 000 ₽ за месяц, на руки",Опыт 1-3 года,На месте работодателя,Челябинск,55000.0,55000.0,55000.0
Дизайнер / специалист по проектам,"от 69 210 ₽ за месяц, до вычета налогов",Без опыта,На месте работодателя,Челябинск,69210.0,69210.0,69210.0
Менеджер по логистике,"85 000 – 200 000 ₽ за месяц, на руки",Опыт 1-3 года,На месте работодателя,Челябинск,85000.0,200000.0,142500.0
Хостес шоу-рума (Братьев Кашириных),"35 000 – 56 000 ₽ за месяц, на руки",Без опыта,На месте работодателя,Челябинск,35000.0,56000.0,45500.0
Руководитель клиентского сервиса в автомобильный салон,"от 70 000 ₽ за месяц, на руки",Опыт 1-3 года,На месте работодателя,Челябинск,70000.0,70000.0,70000.0
Повар в столовую,"от 50 000 ₽ за месяц, на руки",Без опыта,На месте работодателя,Челябинск,50000.0,50000.0,50000.0
Сборщик-заготовщик корпоративных обедов,"40 000 – 55 000 ₽ за месяц, на руки",Без опыта,На месте работодателя,Челябинск,40000.0,55000.0,47500.0
Производитель работ (начальник участка) ЭМР,"150 000 – 235 000 ₽ за месяц, на руки",Опыт 3-6 лет,На месте работодателя,Челябинск,150000.0,235000.0,192500.0
Монтажник металлоконструкций и технологических трубопроводов,"323 900 – 520 500 ₽ за вахту, на руки",Опыт 3-6 лет,Вахта,Челябинск,323900.0,520500.0,422200.0
Менеджер по продажам (офис+редкие выезды в область),"до 140 000 ₽ за месяц, на руки",Без опыта,На месте работодателя,Челябинск,140000.0,140000.0,140000.0
Инженер теплотехник,"от 100 000 ₽ за месяц, на руки",Опыт 3-6 лет,На месте работодателя,Челябинск,100000.0,100000.0,100000.0
Специалист по настройке Битрикс24 (интегратор),"60 000 – 90 000 ₽ за месяц, на руки",Опыт 1-3 года,Можно удалённо,Челябинск,60000.0,90000.0,75000.0
Мерчендайзер,"9 600 ₽ за месяц, на руки",Без опыта,На месте работодателя,Челябинск,9600.0,9600.0,9600.0
Оператор контактного центра / Менеджер поддержки пользователей,"70 000 – 80 000 ₽ за месяц, до вычета налогов",Опыт 1-3 года,Можно удалённо,Челябинск,70000.0,80000.0,75000.0
Продавец на линию раздачи,"50 000 – 55 000 ₽ за месяц, на руки",Опыт 1-3 года,На месте работодателя,Челябинск,50000.0,55000.0,52500.0
"Администратор-хостес в гриль-бар ""Good Company""","от 55 000 ₽ за месяц, на руки",Без опыта,На месте работодателя,Челябинск,55000.0,55000.0,55000.0
Повар (Родионова 11),"от 52 000 ₽ за месяц, на руки",Без опыта,На месте работодателя,Челябинск,52000.0,52000.0,52000.0
Техник-универсал (КРК Мегаполис),"от 50 000 ₽ за месяц, на руки",Опыт 1-3 года,На месте работодателя,Челябинск,50000.0,50000.0,50000.0
Инженер ОВиК (эксплуатация),"80 459 ₽ за месяц, до вычета налогов",Опыт 1-3 года,На месте работодателя,Челябинск,80459.0,80459.0,80459.0
Слесарь по обслуживанию вентиляционных систем,"от 55 000 ₽ за месяц, на руки",Без опыта,На месте работодателя,Челябинск,55000.0,55000.0,55000.0
Помощник арбитражного управляющего/Юрист по банкротству,"от 60 000 ₽ за месяц, на руки",Опыт 1-3 года,На месте работодателя,Челябинск,60000.0,60000.0,60000.0
Главный энергетик в сферу ЖКХ,"от 90 000 ₽ за месяц, на руки",Опыт 3-6 лет,На месте работодателя,Челябинск,90000.0,90000.0,90000.0
Региональный менеджер по продажам (кормовые добавки для КРС),"150 000 – 500 000 ₽ за месяц, на руки",Опыт 3-6 лет,Можно удалённо,Челябинск,150000.0,500000.0,325000.0
Ведущий развлекательных игр,"20 000 – 70 000 ₽ за месяц, на руки",Без опыта,На месте работодателя,Челябинск,20000.0,70000.0,45000.0
Электрогазосварщик,"от 165 000 ₽ за месяц, на руки",Опыт 1-3 года,Вахта,Челябинск,165000.0,165000.0,165000.0
Хостес,"16 000 – 35 000 ₽ за месяц, на руки",Без опыта,На месте работодателя,Челябинск,16000.0,35000.0,25500.0
Бухгалтер по расчету заработной платы,"80 000 ₽ за месяц, на руки",Опыт 1-3 года,На месте работодателя,Челябинск,80000.0,80000.0,80000.0
Администратор (Садовая 19а Шершни),"45 000 ₽ за месяц, на руки",Без опыта,На месте работодателя,Челябинск,45000.0,45000.0,45000.0
Менеджер отдела продаж (Без поиска клиентов),"80 000 – 170 000 ₽ за месяц, на руки",Без опыта,Можно удалённо,Челябинск,80000.0,170000.0,125000.0
Техник по эксплуатации,"от 57 000 ₽ за месяц, до вычета налогов",Опыт 1-3 года,На месте работодателя,Челябинск,57000.0,57000.0,57000.0
Ведущий инженер производственно-технического отдела (Инженер-теплотехник/Инженер-теплоэнергетик),"60 000 ₽ за месяц, на руки",Опыт 1-3 года,На месте работодателя,Челябинск,60000.0,60000.0,60000.0
"Продавец-консультант (Дарвина,2)","от 56 500 ₽ за месяц, до вычета налогов",Без опыта,На месте работодателя,Челябинск,56500.0,56500.0,56500.0
Водитель погрузчика,"от 93 000 ₽ за месяц, до вычета налогов",Без опыта,Вахта,Челябинск,93000.0,93000.0,93000.0
Комплектовщик,"от 50 000 ₽ за месяц, на руки",Без опыта,На месте работодателя,Челябинск,50000.0,50000.0,50000.0
Менеджер по продажам,"70 000 – 250 000 ₽ за месяц, на руки",Опыт 1-3 года,На месте работодателя,Челябинск,70000.0,250000.0,160000.0
Электромонтажник по силовым сетям,"от 260 000 ₽ за вахту, на руки",Опыт 1-3 года,Вахта,Челябинск,260000.0,260000.0,260000.0
Менеджер отдела продаж,"55 000 – 200 000 ₽ за месяц, на руки",Опыт 1-3 года,На месте работодателя,Челябинск,55000.0,200000.0,127500.0
Ведущий инженер по наладке и испытаниям,"150 000 – 170 000 ₽ за месяц, на руки",Опыт 3-6 лет,На месте работодателя,Челябинск,150000.0,170000.0,160000.0
Швея на производство,"от 50 000 ₽ за месяц, на руки",Опыт 3-6 лет,На месте работодателя,Челябинск,50000.0,50000.0,50000.0
"Старший охранник / Охранник в гипермаркеты ""ЛЕНТА""","40 000 – 50 000 ₽ за месяц, на руки",Без опыта,Можно удалённо,Челябинск,40000.0,50000.0,45000.0
"Старший охранник / Охранник в гипермаркеты ""ЛЕНТА""","40 000 – 50 000 ₽ за месяц, на руки",Без опыта,На месте работодателя,Челябинск,40000.0,50000.0,45000.0
Автомаляр (маляр-подготовщик),"115 000 – 210 000 ₽ за месяц, на руки",Опыт 3-6 лет,На месте работодателя,Челябинск,115000.0,210000.0,162500.0
Руководитель технического отдела,"от 93 000 ₽ за месяц, на руки",Опыт 1-3 года,На месте работодателя,Челябинск,93000.0,93000.0,93000.0
Оператор call-центра,"от 68 000 ₽ за месяц, до вычета налогов",Без опыта,Можно удалённо,Челябинск,68000.0,68000.0,68000.0
Оператор (банкротство),"70 000 – 200 000 ₽ за месяц, на руки",Опыт 1-3 года,Можно удалённо,Челябинск,70000.0,200000.0,135000.0
"Менеджер по продажам модульных изделий (дома, бани)","от 100 000 ₽ за месяц, на руки",Опыт 1-3 года,На месте работодателя,Челябинск,100000.0,100000.0,100000.0
Менеджер по работе с клиентами,"от 60 000 ₽ за месяц, на руки",Без опыта,На месте работодателя,Челябинск,60000.0,60000.0,60000.0
Оператор контактного центра на дому,"45 000 – 55 000 ₽ за месяц, до вычета налогов",Без опыта,Можно удалённо,Челябинск,45000.0,55000.0,50000.0
Специалист технической поддержки (без продаж),"47 000 – 54 000 ₽ за месяц, до вычета налогов",Без опыта,Можно удалённо,Челябинск,47000.0,54000.0,50500.0
Менеджер по выявлению потребности,"от 50 000 ₽ за месяц, на руки",Без опыта,Можно удалённо,Челябинск,50000.0,50000.0,50000.0
"Кассир в ТЦ ""Алое Поле""","от 50 500 ₽ за месяц, до вычета налогов",Без опыта,На месте работодателя,Челябинск,50500.0,50500.0,50500.0
"Продавец в ТЦ ""Родник""","от 49 000 ₽ за месяц, до вычета налогов",Без опыта,На месте работодателя,Челябинск,49000.0,49000.0,49000.0
"Кассир в ТЦ ""Родник""","от 50 500 ₽ за месяц, до вычета налогов",Без опыта,На месте работодателя,Челябинск,50500.0,50500.0,50500.0
"Продавец-кассир (Галамарт, ТЦ КОСМОС)","50 000 – 60 000 ₽ за месяц, на руки",Без опыта,На месте работодателя,Челябинск,50000.0,60000.0,55000.0
Секретарь,"от 45 000 ₽ за месяц, на руки",Без опыта,На месте работодателя,Челябинск,45000.0,45000.0,45000.0
Сотрудник в копицентр/Продавец-консультант,"от 40 000 ₽ за месяц, на руки",Без опыта,На месте работодателя,Челябинск,40000.0,40000.0,40000.0
Специалист по печати 3D-стикеров/печатник/оператор заливочной машины,"от 60 000 ₽ за месяц, на руки",Без опыта,На месте работодателя,Челябинск,60000.0,60000.0,60000.0
Региональный представитель HYUNDAI Electric с опытом в электротехническом оборудовании (удаленно),"от 200 000 ₽ за месяц, на руки",Опыт 1-3 года,Можно удалённо,Челябинск,200000.0,200000.0,200000.0
Грузчик-комплектовщик (склад г. Челябинск),"104 100 ₽ за месяц, на руки",Без опыта,На месте работодателя,Челябинск,104100.0,104100.0,104100.0
Грузчик-комплектовщик (склад г. Копейск),"от 121 000 ₽ за месяц, на руки",Без опыта,На месте работодателя,Челябинск,121000.0,121000.0,121000.0
Специалист отдела продаж,"от 100 000 ₽ за месяц, до вычета налогов",Опыт 1-3 года,На месте работодателя,Челябинск,100000.0,100000.0,100000.0
Начальник смены ГЭС,"90 000 – 95 000 ₽ за месяц, на руки",Опыт 1-3 года,На месте работодателя,Челябинск,90000.0,95000.0,92500.0
Уборщица/Уборщик помещений,"40 000 ₽ за месяц, на руки",Опыт 1-3 года,На месте работодателя,Челябинск,40000.0,40000.0,40000.0
Оператор call-центра (без поиска клиентов),"35 000 – 50 000 ₽ за месяц, на руки",Без опыта,Можно удалённо,Челябинск,35000.0,50000.0,42500.0
Менеджер по закупкам,"до 65 000 ₽ за месяц, на руки",Опыт 1-3 года,На месте работодателя,Челябинск,65000.0,65000.0,65000.0
Бухгалтер,"67 000 – 77 000 ₽ за месяц, на руки",Опыт 1-3 года,На месте работодателя,Челябинск,67000.0,77000.0,72000.0
Менеджер по ВЭД,"от 90 000 ₽ за месяц, на руки",Опыт 3-6 лет,На месте работодателя,Челябинск,90000.0,90000.0,90000.0
Руководитель отдела продаж,"70 000 – 250 000 ₽ за месяц, на руки",Опыт 3-6 лет,На месте работодателя,Челябинск,70000.0,250000.0,160000.0
"Менеджер по продажам (маркетплейсы, розница, опт, ВЭД)","70 000 – 150 000 ₽ за месяц, на руки",Опыт 1-3 года,Можно удалённо,Челябинск,70000.0,150000.0,110000.0
Специалист по выкладке товара,"от 63 580 ₽ за месяц, до вычета налогов",Без опыта,На месте работодателя,Челябинск,63580.0,63580.0,63580.0
Party girl (Пати Герл)/Party boy (Пати Бой),"от 75 000 ₽ за месяц, на руки",Без опыта,На месте работодателя,Челябинск,75000.0,75000.0,75000.0
Мастер цеха,"от 90 000 ₽ за месяц, на руки",Опыт 1-3 года,На месте работодателя,Челябинск,90000.0,90000.0,90000.0
Юрист (банкротство) / помощник арбитражного управляющего,"70 000 – 120 000 ₽ за месяц, на руки",Опыт 1-3 года,На месте работодателя,Челябинск,70000.0,120000.0,95000.0
Дизайнер / специалист по проектам,"от 69 210 ₽ за месяц, до вычета налогов",Без опыта,На месте работодателя,Челябинск,69210.0,69210.0,69210.0
Хостес шоу-рума (Братьев Кашириных),"35 000 – 56 000 ₽ за месяц, на руки",Без опыта,На месте работодателя,Челябинск,35000.0,56000.0,45500.0
Производитель работ (начальник участка) ЭМР,"150 000 – 235 000 ₽ за месяц, на руки",Опыт 3-6 лет,На месте работодателя,Челябинск,150000.0,235000.0,192500.0
Техник по эксплуатации,"от 57 000 ₽ за месяц, до вычета налогов",Опыт 1-3 года,На месте работодателя,Челябинск,57000.0,57000.0,57000.0
Пекарь,"120 000 – 150 000 ₽ за месяц, на руки",Опыт 1-3 года,Вахта,Челябинск,120000.0,150000.0,135000.0
Менеджер по продажам (офис+редкие выезды в область),"до 140 000 ₽ за месяц, на руки",Без опыта,На месте работодателя,Челябинск,140000.0,140000.0,140000.0
Инженер теплотехник,"от 100 000 ₽ за месяц, на руки",Опыт 3-6 лет,На месте работодателя,Челябинск,100000.0,100000.0,100000.0
Специалист по настройке Битрикс24 (интегратор),"60 000 – 90 000 ₽ за месяц, на руки",Опыт 1-3 года,Можно удалённо,Челябинск,60000.0,90000.0,75000.0
Мерчендайзер,"9 600 ₽ за месяц, на руки",Без опыта,На месте работодателя,Челябинск,9600.0,9600.0,9600.0
Продавец на линию раздачи,"50 000 – 55 000 ₽ за месяц, на руки",Опыт 1-3 года,На месте работодателя,Челябинск,50000.0,55000.0,52500.0
"Ведущий специалист по промышленной безопасности (г. Кировск, Мурманская область)","от 150 000 ₽ за месяц, до вычета налогов",Опыт 3-6 лет,На месте работодателя,Челябинск,150000.0,150000.0,150000.0
Повар (Родионова 11),"от 52 000 ₽ за месяц, на руки",Без опыта,На месте работодателя,Челябинск,52000.0,52000.0,52000.0
Дежурный электрик,"от 45 000 ₽ за месяц, на руки",Опыт 1-3 года,На месте работодателя,Челябинск,45000.0,45000.0,45000.0
Механик боулинга,"6 000 ₽ за смену, на руки",Без опыта,На месте работодателя,Челябинск,6000.0,6000.0,6000.0
Главный энергетик в сферу ЖКХ,"от 90 000 ₽ за месяц, на руки",Опыт 3-6 лет,На месте работодателя,Челябинск,90000.0,90000.0,90000.0
Электрогазосварщик,"от 165 000 ₽ за месяц, на руки",Опыт 1-3 года,Вахта,Челябинск,165000.0,165000.0,165000.0
Хостес,"16 000 – 35 000 ₽ за месяц, на руки",Без опыта,На месте работодателя,Челябинск,16000.0,35000.0,25500.0
Бухгалтер по расчету заработной платы,"80 000 ₽ за месяц, на руки",Опыт 1-3 года,На месте работодателя,Челябинск,80000.0,80000.0,80000.0
Менеджер отдела продаж (Без поиска клиентов),"80 000 – 170 000 ₽ за месяц, на руки",Без опыта,Можно удалённо,Челябинск,80000.0,170000.0,125000.0
Сменный мастер на производство строительных материалов,"до 89 000 ₽ за месяц, на руки",Опыт 3-6 лет,На месте работодателя,Челябинск,89000.0,89000.0,89000.0
Техник по эксплуатации,"от 57 000 ₽ за месяц, до вычета налогов",Опыт 1-3 года,На месте работодателя,Челябинск,57000.0,57000.0,57000.0
Ведущий специалист отдела исполнительного производства,"57 000 ₽ за месяц, на руки",Опыт 3-6 лет,На месте работодателя,Челябинск,57000.0,57000.0,57000.0
Водитель погрузчика,"от 93 000 ₽ за месяц, до вычета налогов",Без опыта,Вахта,Челябинск,93000.0,93000.0,93000.0
Прораб,"90 000 – 110 000 ₽ за месяц, на руки",Опыт 3-6 лет,На месте работодателя,Челябинск,90000.0,110000.0,100000.0
Комплектовщик,"от 50 000 ₽ за месяц, на руки",Без опыта,На месте работодателя,Челябинск,50000.0,50000.0,50000.0
Менеджер по продажам,"70 000 – 250 000 ₽ за месяц, на руки",Опыт 1-3 года,На месте работодателя,Челябинск,70000.0,250000.0,160000.0
Электромонтажник по силовым сетям,"от 260 000 ₽ за вахту, на руки",Опыт 1-3 года,Вахта,Челябинск,260000.0,260000.0,260000.0
Ведущий инженер по наладке и испытаниям,"150 000 – 170 000 ₽ за месяц, на руки",Опыт 3-6 лет,На месте работодателя,Челябинск,150000.0,170000.0,160000.0
Инженер АСУП (АСУТП),"от 145 000 ₽ за месяц, на руки",Опыт 3-6 лет,На месте работодателя,Челябинск,145000.0,145000.0,145000.0
Стажер/Клиентский менеджер стандартного сегмента,"от 54 000 ₽ за месяц, до вычета налогов",Без опыта,На месте работодателя,Челябинск,54000.0,54000.0,54000.0
Хостес,"28 000 – 35 000 ₽ за месяц, на руки",Без опыта,На месте работодателя,Челябинск,28000.0,35000.0,31500.0
Ведущий инженер-конструктор,"от 120 000 ₽ за месяц, на руки",Опыт 3-6 лет,На месте работодателя,Челябинск,120000.0,120000.0,120000.0
Заместитель руководителя службы технического контроля,"от 100 000 ₽ за месяц, на руки",Опыт 3-6 лет,На месте работодателя,Челябинск,100000.0,100000.0,100000.0
Менеджер-дизайнер,"от 50 000 ₽ за месяц, на руки",Опыт 1-3 года,На месте работодателя,Челябинск,50000.0,50000.0,50000.0
Специалист по обслуживанию юридических лиц,"46 200 – 62 370 ₽ за месяц, на руки",Опыт 1-3 года,На месте работодателя,Челябинск,46200.0,62370.0,54285.0
Менеджер по продажам автомобилей,"120 000 – 200 000 ₽ за месяц, до вычета налогов",Без опыта,На месте работодателя,Челябинск,120000.0,200000.0,160000.0
Сварщик на производство,"от 210 000 ₽ за месяц, до вычета налогов",Опыт 1-3 года,Вахта,Челябинск,210000.0,210000.0,210000.0
Unity-разработчик / программист,"80 000 – 100 000 ₽ за месяц, на руки",Опыт 1-3 года,Можно удалённо,Челябинск,80000.0,100000.0,90000.0
Помощник повара,"от 55 000 ₽ за месяц, на руки",Опыт 1-3 года,На месте работодателя,Челябинск,55000.0,55000.0,55000.0
Грузчик в цех,"от 70 000 ₽ за месяц, на руки",Без опыта,На месте работодателя,Челябинск,70000.0,70000.0,70000.0
Ведущий специалист отдела главного энергетика,"от 130 000 ₽ за месяц, на руки",Опыт 3-6 лет,На месте работодателя,Челябинск,130000.0,130000.0,130000.0
Программист 1С,"от 130 000 ₽ за месяц, на руки",Опыт 1-3 года,На месте работодателя,Челябинск,130000.0,130000.0,130000.0
"Оператор 1С, кладовщик","60 000 – 80 000 ₽ за месяц, на руки",Без опыта,На месте работодателя,Челябинск,60000.0,80000.0,70000.0
Рекрутер,"до 300 000 ₽ за месяц, на руки",Без опыта,Можно удалённо,Челябинск,300000.0,300000.0,300000.0
"Бухгалтер (производство), офис в г. Копейск","от 70 000 ₽ за месяц, на руки",Опыт 3-6 лет,На месте работодателя,Челябинск,70000.0,70000.0,70000.0
Администратор,"30 000 ₽ за месяц, на руки",Опыт 3-6 лет,На месте работодателя,Челябинск,30000.0,30000.0,30000.0
Торговый представитель / менеджер по продажам / торговый агент,"от 100 000 ₽ за месяц, на руки",Опыт 1-3 года,На месте работодателя,Челябинск,100000.0,100000.0,100000.0
Технический/промышленный дизайнер,"от 50 000 ₽ за месяц, на руки",Опыт 1-3 года,На месте работодателя,Челябинск,50000.0,50000.0,50000.0
Машинист БКМ,"от 140 000 ₽ за месяц, на руки",Опыт 1-3 года,Вахта,Челябинск,140000.0,140000.0,140000.0
Дворник,"30 000 ₽ за месяц, на руки",Без опыта,На месте работодателя,Челябинск,30000.0,30000.0,30000.0
Вальцовщик,"70 000 – 82 000 ₽ за месяц, на руки",Опыт 1-3 года,На месте работодателя,Челябинск,70000.0,82000.0,76000.0
Бухгалтер,"60 000 – 65 000 ₽ за месяц, на руки",Опыт 1-3 года,На месте работодателя,Челябинск,60000.0,65000.0,62500.0
Администратор клиентской зоны,"28 500 – 31 000 ₽ за месяц, на руки",Без опыта,На месте работодателя,Челябинск,28500.0,31000.0,29750.0
Специалист в области охраны труда,"90 000 ₽ за месяц, на руки",Опыт 1-3 года,На месте работодателя,Челябинск,90000.0,90000.0,90000.0
Повар-универсал (Ленинский),"от 59 000 ₽ за месяц, до вычета налогов",Без опыта,На месте работодателя,Челябинск,59000.0,59000.0,59000.0
Водитель карьерного самосвала А3,"300 000 ₽ за вахту, до вычета налогов",Опыт 1-3 года,Вахта,Челябинск,300000.0,300000.0,300000.0
Менеджер по закупкам и снабжению,"от 100 000 ₽ за месяц, на руки",Опыт 1-3 года,На месте работодателя,Челябинск,100000.0,100000.0,100000.0
Станочник,"от 75 500 ₽ за месяц, на руки",Опыт 1-3 года,На месте работодателя,Челябинск,75500.0,75500.0,75500.0
Хостес-администратор в ночной клуб,"от 75 000 ₽ за месяц, на руки",Без опыта,На месте работодателя,Челябинск,75000.0,75000.0,75000.0
Электромонтер,"от 120 000 ₽ за месяц, на руки",Опыт 1-3 года,Вахта,Челябинск,120000.0,120000.0,120000.0
Сотрудница / сотрудник на производство (производство подарочных коробок),"от 45 000 ₽ за месяц, на руки",Без опыта,Можно удалённо,Челябинск,45000.0,45000.0,45000.0
Сотрудница / сотрудник на производство (производство подарочных коробок),"от 45 000 ₽ за месяц, на руки",Без опыта,На месте работодателя,Челябинск,45000.0,45000.0,45000.0
Руководитель технического отдела,"от 93 000 ₽ за месяц, на руки",Опыт 1-3 года,На месте работодателя,Челябинск,93000.0,93000.0,93000.0
Консультант в Т-Банк,"от 40 000 ₽ за месяц, до вычета налогов",Без опыта,Можно удалённо,Челябинск,40000.0,40000.0,40000.0
Консультант в Т-Банке,"от 40 000 ₽ за месяц, до вычета налогов",Без опыта,Можно удалённо,Челябинск,40000.0,40000.0,40000.0
"Менеджер по продажам модульных изделий (дома, бани)","от 100 000 ₽ за месяц, на руки",Опыт 1-3 года,На месте работодателя,Челябинск,100000.0,100000.0,100000.0
Менеджер по работе с клиентами,"от 60 000 ₽ за месяц, на руки",Без опыта,На месте работодателя,Челябинск,60000.0,60000.0,60000.0
Продавец-консультант,"40 000 – 90 000 ₽ за месяц, на руки",Без опыта,На месте работодателя,Челябинск,40000.0,90000.0,65000.0
Оператор контактного центра на дому,"45 000 – 55 000 ₽ за месяц, до вычета налогов",Без опыта,Можно удалённо,Челябинск,45000.0,55000.0,50000.0
Специалист технической поддержки (без продаж),"47 000 – 54 000 ₽ за месяц, до вычета налогов",Без опыта,Можно удалённо,Челябинск,47000.0,54000.0,50500.0
Мастер-Начальник Производства,"150 000 – 200 000 ₽ за месяц, на руки",Опыт 1-3 года,На месте работодателя,Челябинск,150000.0,200000.0,175000.0
Маляр по дереву,"120 000 – 180 000 ₽ за месяц, на руки",Опыт 1-3 года,На месте работодателя,Челябинск,120000.0,180000.0,150000.0
Маляр по металлу,"80 000 – 110 000 ₽ за месяц, на руки",Опыт 1-3 года,На месте работодателя,Челябинск,80000.0,110000.0,95000.0
Кладовщик (теплое помещение),"100 000 – 130 000 ₽ за месяц, на руки",Опыт 1-3 года,На месте работодателя,Челябинск,100000.0,130000.0,115000.0
Специалист в клиентскую поддержку,"от 40 000 ₽ за месяц, до вычета налогов",Без опыта,Можно удалённо,Челябинск,40000.0,40000.0,40000.0
"Продавец в ТЦ ""Родник""","от 49 000 ₽ за месяц, до вычета налогов",Без опыта,На месте работодателя,Челябинск,49000.0,49000.0,49000.0
Специалист по печати 3D-стикеров/печатник/оператор заливочной машины,"от 60 000 ₽ за месяц, на руки",Без опыта,На месте работодателя,Челябинск,60000.0,60000.0,60000.0
Сиделка,"45 000 – 90 000 ₽ за месяц, на руки",Без опыта,Вахта,Челябинск,45000.0,90000.0,67500.0
Специалист по работе с просроченной задолженностью,"60 000 – 120 000 ₽ за месяц, до вычета налогов",Без опыта,Можно удалённо,Челябинск,60000.0,120000.0,90000.0
Региональный представитель HYUNDAI Electric с опытом в электротехническом оборудовании (удаленно),"от 200 000 ₽ за месяц, на руки",Опыт 1-3 года,Можно удалённо,Челябинск,200000.0,200000.0,200000.0
Уборщица/Уборщик помещений,"40 000 ₽ за месяц, на руки",Опыт 1-3 года,На месте работодателя,Челябинск,40000.0,40000.0,40000.0
Оператор call-центра (без поиска клиентов),"35 000 – 50 000 ₽ за месяц, на руки",Без опыта,Можно удалённо,Челябинск,35000.0,50000.0,42500.0
Руководитель отдела продаж,"70 000 – 250 000 ₽ за месяц, на руки",Опыт 3-6 лет,На месте работодателя,Челябинск,70000.0,250000.0,160000.0
Менеджер в пункт выдачи заказов СДЭК,"от 45 000 ₽ за месяц, на руки",Без опыта,На месте работодателя,Челябинск,45000.0,45000.0,45000.0
"Менеджер по продажам (маркетплейсы, розница, опт, ВЭД)","70 000 – 150 000 ₽ за месяц, на руки",Опыт 1-3 года,Можно удалённо,Челябинск,70000.0,150000.0,110000.0
Специалист по выкладке товара,"от 63 580 ₽ за месяц, до вычета налогов",Без опыта,На месте работодателя,Челябинск,63580.0,63580.0,63580.0
Party girl (Пати Герл)/Party boy (Пати Бой),"от 75 000 ₽ за месяц, на руки",Без опыта,На месте работодателя,Челябинск,75000.0,75000.0,75000.0
Артистка в шоу-балет,"от 100 000 ₽ за месяц, на руки",Без опыта,На месте работодателя,Челябинск,100000.0,100000.0,100000.0
Мастер цеха,"от 90 000 ₽ за месяц, на руки",Опыт 1-3 года,На месте работодателя,Челябинск,90000.0,90000.0,90000.0
Менеджер по логистике,"85 000 – 200 000 ₽ за месяц, на руки",Опыт 1-3 года,На месте работодателя,Челябинск,85000.0,200000.0,142500.0
