title,salary,experience,work_format,city,min_salary,max_salary,avg_salary
Менеджер по продажам в центр оздоровительного массажного оборудования,"от 75 000 ₽ за месяц, на руки",Без опыта,На месте работодателя,Тольятти,75000.0,75000.0,75000.0
Изолировщик на термоизоляции,"от 86 000 ₽ за месяц, до вычета налогов",Опыт 1-3 года,На месте работодателя,Тольятти,86000.0,86000.0,86000.0
Менеджер по персоналу,"от 65 000 ₽ за месяц, до вычета налогов",Опыт 1-3 года,Можно удалённо,Тольятти,65000.0,65000.0,65000.0
Менеджер по персоналу,"от 65 000 ₽ за месяц, до вычета налогов",Опыт 1-3 года,На месте работодателя,Тольятти,65000.0,65000.0,65000.0
Менеджер по транспортной логистике,"75 000 – 180 000 ₽ за месяц, на руки",Опыт 1-3 года,На месте работодателя,Тольятти,75000.0,180000.0,127500.0
"Специалист по продаже рекламы, Тольятти","60 000 – 100 000 ₽ за месяц, на руки",Без опыта,На месте работодателя,Тольятти,60000.0,100000.0,80000.0
Консультант в Т-Банке,"от 40 000 ₽ за месяц, до вычета налогов",Без опыта,Можно удалённо,Тольятти,40000.0,40000.0,40000.0
Мастер - приемщик электронного лома,"70 000 – 90 000 ₽ за месяц, на руки",Без опыта,На месте работодателя,Тольятти,70000.0,90000.0,80000.0
Специалист в клиентскую поддержку,"от 40 000 ₽ за месяц, до вычета налогов",Без опыта,Можно удалённо,Тольятти,40000.0,40000.0,40000.0
Маркетолог,"от 75 000 ₽ за месяц, на руки",Опыт 1-3 года,Можно удалённо,Тольятти,75000.0,75000.0,75000.0
Менеджер по закупкам и снабжению,"от 50 000 ₽ за месяц, на руки",Опыт 1-3 года,На месте работодателя,Тольятти,50000.0,50000.0,50000.0
Продавец-консультант (ТЦ Русь на Волге),"50 000 – 70 000 ₽ за месяц, на руки",Без опыта,На месте работодателя,Тольятти,50000.0,70000.0,60000.0
Менеджер по продажам,"от 100 000 ₽ за месяц, на руки",Опыт 1-3 года,На месте работодателя,Тольятти,100000.0,100000.0,100000.0
Специалист по взысканию installment loans с 1 по 30 день (без опыта),"до 98 184 ₽ за месяц, до вычета налогов",Без опыта,Можно удалённо,Тольятти,98184.0,98184.0,98184.0
"Автослесарь, автомеханик","от 80 000 ₽ за месяц, на руки",Без опыта,На месте работодателя,Тольятти,80000.0,80000.0,80000.0
Администратор медицинского центра,"45 000 – 50 000 ₽ за месяц, на руки",Без опыта,На месте работодателя,Тольятти,45000.0,50000.0,47500.0
Уборщик производственных и служебных помещений,"36 300 ₽ за месяц, на руки",Без опыта,На месте работодателя,Тольятти,36300.0,36300.0,36300.0
Эксперт активных продаж,"62 400 – 65 500 ₽ за месяц, до вычета налогов",Без опыта,На месте работодателя,Тольятти,62400.0,65500.0,63950.0
Администратор на СТО,"50 000 ₽ за месяц, на руки",Опыт 1-3 года,На месте работодателя,Тольятти,50000.0,50000.0,50000.0
"Оператор линии на автозавод (Тула, Калуга)","от 180 000 ₽ за вахту, на руки",Без опыта,Вахта,Тольятти,180000.0,180000.0,180000.0
Менеджер проектных продаж,"70 000 – 100 000 ₽ за месяц, до вычета налогов",Опыт 1-3 года,На месте работодателя,Тольятти,70000.0,100000.0,85000.0
"Заместитель управляющего магазином (Мира, 117)","от 75 400 ₽ за месяц, до вычета налогов",Опыт 1-3 года,На месте работодателя,Тольятти,75400.0,75400.0,75400.0
Специалист по БДД/Главный механик по выпуску,"от 80 000 ₽ за месяц, на руки",Опыт 1-3 года,На месте работодателя,Тольятти,80000.0,80000.0,80000.0
Слесарь - инструментальщик,"от 150 000 ₽ за месяц, на руки",Опыт 1-3 года,На месте работодателя,Тольятти,150000.0,150000.0,150000.0
Менеджер по оптовым продажам,"60 000 – 80 000 ₽ за месяц, на руки",Без опыта,На месте работодателя,Тольятти,60000.0,80000.0,70000.0
Региональный менеджер по продажам POLARIS,"от 70 000 ₽ за месяц, до вычета налогов",Без опыта,На месте работодателя,Тольятти,70000.0,70000.0,70000.0
Раскройщик,"от 50 000 ₽ за месяц, на руки",Опыт 1-3 года,На месте работодателя,Тольятти,50000.0,50000.0,50000.0
Швея-ученик швеи,"до 99 000 ₽ за месяц, на руки",Без опыта,На месте работодателя,Тольятти,99000.0,99000.0,99000.0
Водитель с высшем образованием,"70 000 – 90 000 ₽ за месяц, на руки",Опыт более 6 лет,На месте работодателя,Тольятти,70000.0,90000.0,80000.0
Управляющий заготовочным производством общепита,"70 000 – 75 000 ₽ за месяц, на руки",Опыт 3-6 лет,На месте работодателя,Тольятти,70000.0,75000.0,72500.0
Слесарь,"60 000 – 80 000 ₽ за месяц, на руки",Без опыта,На месте работодателя,Тольятти,60000.0,80000.0,70000.0
Оператор производственной линии,"от 80 000 ₽ за месяц, на руки",Без опыта,На месте работодателя,Тольятти,80000.0,80000.0,80000.0
Оператор производственной линии,"от 170 000 ₽ за месяц, до вычета налогов",Опыт 1-3 года,Вахта,Тольятти,170000.0,170000.0,170000.0
Главный бухгалтер,"80 000 – 120 000 ₽ за месяц, на руки",Опыт 3-6 лет,На месте работодателя,Тольятти,80000.0,120000.0,100000.0
Электромонтер по обслуживанию и ремонту электрооборудования,"от 57 500 ₽ за месяц, до вычета налогов",Опыт 1-3 года,На месте работодателя,Тольятти,57500.0,57500.0,57500.0
Региональный менеджер по продажам,"от 60 000 ₽ за месяц, до вычета налогов",Опыт 1-3 года,Можно удалённо,Тольятти,60000.0,60000.0,60000.0
Руководитель проекта (Витаминизированное питание),"от 150 000 ₽ за месяц, на руки",Опыт 3-6 лет,На месте работодателя,Тольятти,150000.0,150000.0,150000.0
Главный бухгалтер,"от 100 000 ₽ за месяц, до вычета налогов",Опыт 3-6 лет,На месте работодателя,Тольятти,100000.0,100000.0,100000.0
"Контролер ОТК (г. Дзержинск, Нижегородской область)","143 000 – 171 600 ₽ за месяц, на руки",Опыт 1-3 года,Вахта,Тольятти,143000.0,171600.0,157300.0
Менеджер по логистике,"50 000 – 300 000 ₽ за месяц, на руки",Опыт 1-3 года,На месте работодателя,Тольятти,50000.0,300000.0,175000.0
Продавец-кассир (Автозаводский район),"от 52 000 ₽ за месяц, до вычета налогов",Без опыта,На месте работодателя,Тольятти,52000.0,52000.0,52000.0
"Управляющий магазином (Коммунистическая, 18а)","от 100 500 ₽ за месяц, до вычета налогов",Опыт 1-3 года,На месте работодателя,Тольятти,100500.0,100500.0,100500.0
Заместитель управляющего магазином (Автозаводский район),"от 75 400 ₽ за месяц, до вычета налогов",Опыт 1-3 года,На месте работодателя,Тольятти,75400.0,75400.0,75400.0
Специалист поддержки горячей линии,"от 43 500 ₽ за месяц, до вычета налогов",Без опыта,На месте работодателя,Тольятти,43500.0,43500.0,43500.0
"Продавец-кассир (Механизаторов, 20а)","от 52 000 ₽ за месяц, до вычета налогов",Без опыта,На месте работодателя,Тольятти,52000.0,52000.0,52000.0
Специалист на обработку ВХОДЯЩИХ обращений в сфере крупного табачного бренда (БЕЗ ПРОДАЖ),"от 43 000 ₽ за месяц, до вычета налогов",Без опыта,На месте работодателя,Тольятти,43000.0,43000.0,43000.0
Токарь - универсал,"от 200 000 ₽ за месяц, на руки",Опыт 1-3 года,Вахта,Тольятти,200000.0,200000.0,200000.0
Продавец-кассир магазина одежды CLEVER (Парк Хаус),"40 000 – 50 000 ₽ за месяц, до вычета налогов",Без опыта,На месте работодателя,Тольятти,40000.0,50000.0,45000.0
Продавец-консультант магазина одежды CLEVER/Парк Хаус,"от 50 000 ₽ за месяц, до вычета налогов",Без опыта,На месте работодателя,Тольятти,50000.0,50000.0,50000.0
Бухгалтер по расчету заработной платы,"от 75 000 ₽ за месяц, на руки",Опыт 1-3 года,На месте работодателя,Тольятти,75000.0,75000.0,75000.0
Менеджер по продажам (без поиска клиентов),"80 000 – 170 000 ₽ за месяц, на руки",Без опыта,Можно удалённо,Тольятти,80000.0,170000.0,125000.0
Менеджер/Администратор ресторана,"60 000 – 100 000 ₽ за месяц, на руки",Опыт 1-3 года,На месте работодателя,Тольятти,60000.0,100000.0,80000.0
Продавец-консультант бездымных систем,"от 66 000 ₽ за месяц, на руки",Без опыта,На месте работодателя,Тольятти,66000.0,66000.0,66000.0
Водитель на автовоз (категория Е),"100 000 – 160 000 ₽ за вахту, до вычета налогов",Опыт 1-3 года,Вахта,Тольятти,100000.0,160000.0,130000.0
Оператор ПК,"45 000 ₽ за месяц, до вычета налогов",Опыт 1-3 года,На месте работодателя,Тольятти,45000.0,45000.0,45000.0
"Продавец-кассир (Тольятти, Ворошилова, 27)","52 000 ₽ за месяц, до вычета налогов",Без опыта,На месте работодателя,Тольятти,52000.0,52000.0,52000.0
Автослесарь,"80 000 – 150 000 ₽ за месяц, на руки",Опыт 1-3 года,На месте работодателя,Тольятти,80000.0,150000.0,115000.0
Специалист по сертификации,"70 000 ₽ за месяц, на руки",Опыт 1-3 года,На месте работодателя,Тольятти,70000.0,70000.0,70000.0
Администратор автокомплекса,"от 40 000 ₽ за месяц, на руки",Без опыта,На месте работодателя,Тольятти,40000.0,40000.0,40000.0
Менеджер по продажам (IT),"80 000 – 150 000 ₽ за месяц, на руки",Опыт 1-3 года,Можно удалённо,Тольятти,80000.0,150000.0,115000.0
Кладовщик комплектовщик,"55 000 – 65 000 ₽ за месяц, на руки",Без опыта,На месте работодателя,Тольятти,55000.0,65000.0,60000.0
Оператор-упаковщик,"от 75 000 ₽ за месяц, до вычета налогов",Без опыта,На месте работодателя,Тольятти,75000.0,75000.0,75000.0
Грузчик в столовую,"от 3 500 ₽ за смену, на руки",Без опыта,Вахта,Тольятти,3500.0,3500.0,3500.0
Менеджер по транспортной логистике,"100 000 – 200 000 ₽ за месяц, на руки",Без опыта,На месте работодателя,Тольятти,100000.0,200000.0,150000.0
Сборщик техники,"80 000 – 120 000 ₽ за месяц, на руки",Без опыта,На месте работодателя,Тольятти,80000.0,120000.0,100000.0
"Кредитный специалист, г. Тольятти","40 000 – 65 000 ₽ за месяц, на руки",Без опыта,На месте работодателя,Тольятти,40000.0,65000.0,52500.0
Ассистент по техническим работам,"74 000 – 109 000 ₽ за месяц, на руки",Без опыта,Можно удалённо,Тольятти,74000.0,109000.0,91500.0
Помощник тестировщика техники,"от 85 000 ₽ за месяц, на руки",Без опыта,На месте работодателя,Тольятти,85000.0,85000.0,85000.0
Помощник наладчика оборудования,"80 000 – 105 000 ₽ за месяц, на руки",Без опыта,На месте работодателя,Тольятти,80000.0,105000.0,92500.0
Специалист отдела продаж (входящие заявки),"45 000 – 55 000 ₽ за месяц, на руки",Без опыта,На месте работодателя,Тольятти,45000.0,55000.0,50000.0
Менеджер по продажам автомобилей LADA,"70 000 – 150 000 ₽ за месяц, на руки",Опыт 1-3 года,На месте работодателя,Тольятти,70000.0,150000.0,110000.0
Сварщик на полуавтомат,"от 75 000 ₽ за месяц, на руки",Опыт 1-3 года,На месте работодателя,Тольятти,75000.0,75000.0,75000.0
Ведущий специалист по инвестиционной деятельности,"до 90 000 ₽ за месяц, на руки",Опыт 3-6 лет,Можно удалённо,Тольятти,90000.0,90000.0,90000.0
Менеджер по продажам (входящие лиды),"55 000 – 90 000 ₽ за месяц, на руки",Опыт 1-3 года,Можно удалённо,Тольятти,55000.0,90000.0,72500.0
Мастер-приемщик автомобилей,"80 000 – 125 000 ₽ за месяц, до вычета налогов",Опыт 1-3 года,На месте работодателя,Тольятти,80000.0,125000.0,102500.0
Санитарный врач,"70 000 ₽ за месяц, на руки",Опыт 1-3 года,На месте работодателя,Тольятти,70000.0,70000.0,70000.0
Инженер по гарантии,"от 80 000 ₽ за месяц, до вычета налогов",Опыт 1-3 года,На месте работодателя,Тольятти,80000.0,80000.0,80000.0
Инженер-конструктор,"до 90 000 ₽ за месяц, до вычета налогов",Опыт 3-6 лет,На месте работодателя,Тольятти,90000.0,90000.0,90000.0
Оператор станков с программным управлением,"от 65 340 ₽ за месяц, до вычета налогов",Без опыта,На месте работодателя,Тольятти,65340.0,65340.0,65340.0
Бармен,"от 50 000 ₽ за месяц, до вычета налогов",Опыт 1-3 года,На месте работодателя,Тольятти,50000.0,50000.0,50000.0
Официант в ресторан,"80 000 – 120 000 ₽ за месяц, на руки",Опыт 1-3 года,На месте работодателя,Тольятти,80000.0,120000.0,100000.0
Юрист в производственную компанию,"до 70 000 ₽ за месяц, на руки",Опыт 3-6 лет,На месте работодателя,Тольятти,70000.0,70000.0,70000.0
Менеджер по персоналу,"от 65 000 ₽ за месяц, до вычета налогов",Опыт 1-3 года,Можно удалённо,Тольятти,65000.0,65000.0,65000.0
Менеджер по персоналу,"от 65 000 ₽ за месяц, до вычета налогов",Опыт 1-3 года,На месте работодателя,Тольятти,65000.0,65000.0,65000.0
Менеджер по транспортной логистике,"75 000 – 180 000 ₽ за месяц, на руки",Опыт 1-3 года,На месте работодателя,Тольятти,75000.0,180000.0,127500.0
"Специалист по продаже рекламы, Тольятти","60 000 – 100 000 ₽ за месяц, на руки",Без опыта,На месте работодателя,Тольятти,60000.0,100000.0,80000.0
Оператор call-центра,"от 68 000 ₽ за месяц, до вычета налогов",Без опыта,Можно удалённо,Тольятти,68000.0,68000.0,68000.0
Кладовщик/Начальник склада,"70 000 – 110 000 ₽ за месяц, до вычета налогов",Опыт 3-6 лет,На месте работодателя,Тольятти,70000.0,110000.0,90000.0
Мастер - приемщик электронного лома,"70 000 – 90 000 ₽ за месяц, на руки",Без опыта,На месте работодателя,Тольятти,70000.0,90000.0,80000.0
Маркетолог,"от 75 000 ₽ за месяц, на руки",Опыт 1-3 года,Можно удалённо,Тольятти,75000.0,75000.0,75000.0
Менеджер по закупкам и снабжению,"от 50 000 ₽ за месяц, на руки",Опыт 1-3 года,На месте работодателя,Тольятти,50000.0,50000.0,50000.0
Продавец-консультант (ТЦ Русь на Волге),"50 000 – 70 000 ₽ за месяц, на руки",Без опыта,На месте работодателя,Тольятти,50000.0,70000.0,60000.0
Менеджер по продажам,"от 100 000 ₽ за месяц, на руки",Опыт 1-3 года,На месте работодателя,Тольятти,100000.0,100000.0,100000.0
Специалист по взысканию installment loans с 1 по 30 день (без опыта),"до 98 184 ₽ за месяц, до вычета налогов",Без опыта,Можно удалённо,Тольятти,98184.0,98184.0,98184.0
"Автослесарь, автомеханик","от 80 000 ₽ за месяц, на руки",Без опыта,На месте работодателя,Тольятти,80000.0,80000.0,80000.0
Администратор на СТО,"50 000 ₽ за месяц, на руки",Опыт 1-3 года,На месте работодателя,Тольятти,50000.0,50000.0,50000.0
"Оператор линии на автозавод (Тула, Калуга)","от 180 000 ₽ за вахту, на руки",Без опыта,Вахта,Тольятти,180000.0,180000.0,180000.0
Менеджер проектных продаж,"70 000 – 100 000 ₽ за месяц, до вычета налогов",Опыт 1-3 года,На месте работодателя,Тольятти,70000.0,100000.0,85000.0
"Заместитель управляющего магазином (Мира, 117)","от 75 400 ₽ за месяц, до вычета налогов",Опыт 1-3 года,На месте работодателя,Тольятти,75400.0,75400.0,75400.0
Слесарь - инструментальщик,"от 150 000 ₽ за месяц, на руки",Опыт 1-3 года,На месте работодателя,Тольятти,150000.0,150000.0,150000.0
Региональный менеджер по продажам POLARIS,"от 70 000 ₽ за месяц, до вычета налогов",Без опыта,На месте работодателя,Тольятти,70000.0,70000.0,70000.0
Раскройщик,"от 50 000 ₽ за месяц, на руки",Опыт 1-3 года,На месте работодателя,Тольятти,50000.0,50000.0,50000.0
Швея-ученик швеи,"до 99 000 ₽ за месяц, на руки",Без опыта,На месте работодателя,Тольятти,99000.0,99000.0,99000.0
Оператор производственной линии,"от 80 000 ₽ за месяц, на руки",Без опыта,На месте работодателя,Тольятти,80000.0,80000.0,80000.0
Оператор производственной линии,"от 170 000 ₽ за месяц, до вычета налогов",Опыт 1-3 года,Вахта,Тольятти,170000.0,170000.0,170000.0
Преподаватель испанского языка,"от 50 000 ₽ за месяц, на руки",Опыт 1-3 года,На месте работодателя,Тольятти,50000.0,50000.0,50000.0
Региональный менеджер по продажам,"от 60 000 ₽ за месяц, до вычета налогов",Опыт 1-3 года,Можно удалённо,Тольятти,60000.0,60000.0,60000.0
Главный бухгалтер,"от 100 000 ₽ за месяц, до вычета налогов",Опыт 3-6 лет,На месте работодателя,Тольятти,100000.0,100000.0,100000.0
"Контролер ОТК (г. Дзержинск, Нижегородской область)","143 000 – 171 600 ₽ за месяц, на руки",Опыт 1-3 года,Вахта,Тольятти,143000.0,171600.0,157300.0
Менеджер по логистике,"50 000 – 300 000 ₽ за месяц, на руки",Опыт 1-3 года,На месте работодателя,Тольятти,50000.0,300000.0,175000.0
Продавец-кассир (Автозаводский район),"от 52 000 ₽ за месяц, до вычета налогов",Без опыта,На месте работодателя,Тольятти,52000.0,52000.0,52000.0
"Сборщик спортивного инвентаря (Революционная, 42)","от 47 500 ₽ за месяц, до вычета налогов",Без опыта,На месте работодателя,Тольятти,47500.0,47500.0,47500.0
"Управляющий магазином (Коммунистическая, 18а)","от 100 500 ₽ за месяц, до вычета налогов",Опыт 1-3 года,На месте работодателя,Тольятти,100500.0,100500.0,100500.0
Оператор контактного центра / Менеджер поддержки пользователей,"70 000 – 80 000 ₽ за месяц, до вычета налогов",Опыт 1-3 года,Можно удалённо,Тольятти,70000.0,80000.0,75000.0
Заместитель управляющего магазином (Автозаводский район),"от 75 400 ₽ за месяц, до вычета налогов",Опыт 1-3 года,На месте работодателя,Тольятти,75400.0,75400.0,75400.0
Специалист поддержки горячей линии,"от 43 500 ₽ за месяц, до вычета налогов",Без опыта,На месте работодателя,Тольятти,43500.0,43500.0,43500.0
"Продавец-кассир (Механизаторов, 20а)","от 52 000 ₽ за месяц, до вычета налогов",Без опыта,На месте работодателя,Тольятти,52000.0,52000.0,52000.0
Специалист на обработку ВХОДЯЩИХ обращений в сфере крупного табачного бренда (БЕЗ ПРОДАЖ),"от 43 000 ₽ за месяц, до вычета налогов",Без опыта,На месте работодателя,Тольятти,43000.0,43000.0,43000.0
Токарь - универсал,"от 200 000 ₽ за месяц, на руки",Опыт 1-3 года,Вахта,Тольятти,200000.0,200000.0,200000.0
Продавец-кассир магазина одежды CLEVER (Парк Хаус),"40 000 – 50 000 ₽ за месяц, до вычета налогов",Без опыта,На месте работодателя,Тольятти,40000.0,50000.0,45000.0
Продавец-консультант магазина одежды CLEVER/Парк Хаус,"от 50 000 ₽ за месяц, до вычета налогов",Без опыта,На месте работодателя,Тольятти,50000.0,50000.0,50000.0
Менеджер по продажам (без поиска клиентов),"80 000 – 170 000 ₽ за месяц, на руки",Без опыта,Можно удалённо,Тольятти,80000.0,170000.0,125000.0
Менеджер/Администратор ресторана,"60 000 – 100 000 ₽ за месяц, на руки",Опыт 1-3 года,На месте работодателя,Тольятти,60000.0,100000.0,80000.0
Продавец-консультант бездымных систем,"от 66 000 ₽ за месяц, на руки",Без опыта,На месте работодателя,Тольятти,66000.0,66000.0,66000.0
Водитель на автовоз (категория Е),"100 000 – 160 000 ₽ за вахту, до вычета налогов",Опыт 1-3 года,Вахта,Тольятти,100000.0,160000.0,130000.0
"Продавец-кассир (Тольятти, Ворошилова, 27)","52 000 ₽ за месяц, до вычета налогов",Без опыта,На месте работодателя,Тольятти,52000.0,52000.0,52000.0
Администратор автокомплекса,"от 40 000 ₽ за месяц, на руки",Без опыта,На месте работодателя,Тольятти,40000.0,40000.0,40000.0
Менеджер по продажам (IT),"80 000 – 150 000 ₽ за месяц, на руки",Опыт 1-3 года,Можно удалённо,Тольятти,80000.0,150000.0,115000.0
Кладовщик комплектовщик,"55 000 – 65 000 ₽ за месяц, на руки",Без опыта,На месте работодателя,Тольятти,55000.0,65000.0,60000.0
Менеджер по транспортной логистике,"100 000 – 200 000 ₽ за месяц, на руки",Без опыта,На месте работодателя,Тольятти,100000.0,200000.0,150000.0
Помощник наладчика оборудования,"80 000 – 105 000 ₽ за месяц, на руки",Без опыта,На месте работодателя,Тольятти,80000.0,105000.0,92500.0
Специалист отдела продаж (входящие заявки),"45 000 – 55 000 ₽ за месяц, на руки",Без опыта,На месте работодателя,Тольятти,45000.0,55000.0,50000.0
Ведущий специалист по инвестиционной деятельности,"до 90 000 ₽ за месяц, на руки",Опыт 3-6 лет,Можно удалённо,Тольятти,90000.0,90000.0,90000.0
Менеджер по продажам (входящие лиды),"55 000 – 90 000 ₽ за месяц, на руки",Опыт 1-3 года,Можно удалённо,Тольятти,55000.0,90000.0,72500.0
Оператор станков с программным управлением,"от 65 340 ₽ за месяц, до вычета налогов",Без опыта,На месте работодателя,Тольятти,65340.0,65340.0,65340.0
Бармен-кассир,"от 40 000 ₽ за месяц, на руки",Опыт 1-3 года,На месте работодателя,Тольятти,40000.0,40000.0,40000.0
Юрист в производственную компанию,"до 70 000 ₽ за месяц, на руки",Опыт 3-6 лет,На месте работодателя,Тольятти,70000.0,70000.0,70000.0
Наладчик ТПА,"от 90 000 ₽ за месяц, до вычета налогов",Опыт 3-6 лет,На месте работодателя,Тольятти,90000.0,90000.0,90000.0
Сушист в Суши Мама,"от 46 800 ₽ за месяц, на руки",Без опыта,На месте работодателя,Тольятти,46800.0,46800.0,46800.0
Оператор-наладчик станков с ЧПУ,"215 000 – 230 000 ₽ за месяц, на руки",Опыт 1-3 года,Вахта,Тольятти,215000.0,230000.0,222500.0
Сборщик-комплектовщик,"60 000 – 90 000 ₽ за месяц, на руки",Опыт 1-3 года,На месте работодателя,Тольятти,60000.0,90000.0,75000.0
Слесарь МСР,"от 132 000 ₽ за месяц, на руки",Опыт 1-3 года,Вахта,Тольятти,132000.0,132000.0,132000.0
Электромонтажник,"от 77 500 ₽ за месяц, до вычета налогов",Опыт 3-6 лет,На месте работодателя,Тольятти,77500.0,77500.0,77500.0
Машинист коленчатого подъемника,"до 200 000 ₽ за месяц, на руки",Опыт 1-3 года,Вахта,Тольятти,200000.0,200000.0,200000.0
Интернет-маркетолог (директолог),"от 60 000 ₽ за месяц, до вычета налогов",Без опыта,На месте работодателя,Тольятти,60000.0,60000.0,60000.0
Пескоструйщик,"от 95 000 ₽ за месяц, до вычета налогов",Опыт 3-6 лет,На месте работодателя,Тольятти,95000.0,95000.0,95000.0
Сотрудник склада,"53 330 – 62 630 ₽ за месяц, до вычета налогов",Без опыта,На месте работодателя,Тольятти,53330.0,62630.0,57980.0
Бетонщик,"от 83 500 ₽ за месяц, до вычета налогов",Опыт 1-3 года,На месте работодателя,Тольятти,83500.0,83500.0,83500.0
Уборщик производственных и служебных помещений,"от 51 750 ₽ за месяц, до вычета налогов",Без опыта,На месте работодателя,Тольятти,51750.0,51750.0,51750.0
Изолировщик на термоизоляции,"от 86 000 ₽ за месяц, до вычета налогов",Опыт 1-3 года,На месте работодателя,Тольятти,86000.0,86000.0,86000.0
Администратор,"40 000 – 60 000 ₽ за месяц, на руки",Без опыта,На месте работодателя,Тольятти,40000.0,60000.0,50000.0
Машинист крана автомобильного,"от 92 000 ₽ за месяц, до вычета налогов",Опыт 1-3 года,На месте работодателя,Тольятти,92000.0,92000.0,92000.0
Помощник директора филиала,"45 000 ₽ за месяц, до вычета налогов",Без опыта,На месте работодателя,Тольятти,45000.0,45000.0,45000.0
Ведущий маркетолог (сеть мебельных магазинов),"110 000 ₽ за месяц, на руки",Опыт 1-3 года,На месте работодателя,Тольятти,110000.0,110000.0,110000.0
Технолог (металлообработки),"80 000 – 100 000 ₽ за месяц, до вычета налогов",Опыт 3-6 лет,Можно удалённо,Тольятти,80000.0,100000.0,90000.0
Наладчик станков с ЧПУ,"103 840 – 155 700 ₽ за месяц, на руки",Опыт 1-3 года,На месте работодателя,Тольятти,103840.0,155700.0,129770.0
Главный инженер производства,"100 000 – 150 000 ₽ за месяц, до вычета налогов",Опыт 3-6 лет,На месте работодателя,Тольятти,100000.0,150000.0,125000.0
Главный бухгалтер,"от 70 000 ₽ за месяц, на руки",Опыт 1-3 года,Можно удалённо,Тольятти,70000.0,70000.0,70000.0
Менеджер продаж (SEO-продвижение),"60 000 – 100 000 ₽ за месяц, до вычета налогов",Опыт 1-3 года,Можно удалённо,Тольятти,60000.0,100000.0,80000.0
Менеджер по работе с клиентами,"от 45 000 ₽ за месяц, на руки",Опыт 1-3 года,Можно удалённо,Тольятти,45000.0,45000.0,45000.0
Директор филиала,"70 000 – 115 000 ₽ за месяц, на руки",Опыт 1-3 года,На месте работодателя,Тольятти,70000.0,115000.0,92500.0
Репетитор начальных классов,"50 000 – 80 000 ₽ за месяц, на руки",Опыт 1-3 года,Можно удалённо,Тольятти,50000.0,80000.0,65000.0
Начинающий специалист,"60 000 – 72 000 ₽ за месяц, до вычета налогов",Без опыта,На месте работодателя,Тольятти,60000.0,72000.0,66000.0
Репетитор по математике (5-9 класс),"50 000 – 80 000 ₽ за месяц, до вычета налогов",Опыт 1-3 года,Можно удалённо,Тольятти,50000.0,80000.0,65000.0
Продавец-консультант,"от 51 700 ₽ за месяц, до вычета налогов",Без опыта,На месте работодателя,Тольятти,51700.0,51700.0,51700.0
Оператор call-центра,"55 000 – 70 000 ₽ за месяц, на руки",Без опыта,Можно удалённо,Тольятти,55000.0,70000.0,62500.0
Электромеханик по средствам автоматики и приборам технологического оборудования,"от 80 000 ₽ за месяц, на руки",Опыт 1-3 года,На месте работодателя,Тольятти,80000.0,80000.0,80000.0
Менеджер по транспортной логистике,"75 000 – 180 000 ₽ за месяц, на руки",Опыт 1-3 года,Можно удалённо,Тольятти,75000.0,180000.0,127500.0
Менеджер по транспортной логистике,"75 000 – 180 000 ₽ за месяц, на руки",Опыт 1-3 года,На месте работодателя,Тольятти,75000.0,180000.0,127500.0
Электромонтер по обслуживанию и ремонту электрооборудования,"от 57 500 ₽ за месяц, до вычета налогов",Опыт 1-3 года,На месте работодателя,Тольятти,57500.0,57500.0,57500.0
"Специалист по продаже рекламы, Тольятти","60 000 – 100 000 ₽ за месяц, на руки",Без опыта,На месте работодателя,Тольятти,60000.0,100000.0,80000.0
Оператор call-центра,"от 68 000 ₽ за месяц, до вычета налогов",Без опыта,Можно удалённо,Тольятти,68000.0,68000.0,68000.0
Мастер - приемщик электронного лома,"70 000 – 90 000 ₽ за месяц, на руки",Без опыта,На месте работодателя,Тольятти,70000.0,90000.0,80000.0
Маркетолог,"от 75 000 ₽ за месяц, на руки",Опыт 1-3 года,Можно удалённо,Тольятти,75000.0,75000.0,75000.0
Менеджер по закупкам и снабжению,"от 50 000 ₽ за месяц, на руки",Опыт 1-3 года,На месте работодателя,Тольятти,50000.0,50000.0,50000.0
Менеджер по продажам,"от 100 000 ₽ за месяц, на руки",Опыт 1-3 года,На месте работодателя,Тольятти,100000.0,100000.0,100000.0
Специалист по взысканию installment loans с 1 по 30 день (без опыта),"до 98 184 ₽ за месяц, до вычета налогов",Без опыта,Можно удалённо,Тольятти,98184.0,98184.0,98184.0
"Оператор линии на автозавод (Тула, Калуга)","от 180 000 ₽ за вахту, на руки",Без опыта,Вахта,Тольятти,180000.0,180000.0,180000.0
Оператор производственной линии,"от 170 000 ₽ за месяц, до вычета налогов",Опыт 1-3 года,Вахта,Тольятти,170000.0,170000.0,170000.0
Региональный менеджер по продажам,"от 60 000 ₽ за месяц, до вычета налогов",Опыт 1-3 года,Можно удалённо,Тольятти,60000.0,60000.0,60000.0
Главный бухгалтер,"от 100 000 ₽ за месяц, до вычета налогов",Опыт 3-6 лет,На месте работодателя,Тольятти,100000.0,100000.0,100000.0
"Контролер ОТК (г. Дзержинск, Нижегородской область)","143 000 – 171 600 ₽ за месяц, на руки",Опыт 1-3 года,Вахта,Тольятти,143000.0,171600.0,157300.0
Менеджер по логистике,"50 000 – 300 000 ₽ за месяц, на руки",Опыт 1-3 года,На месте работодателя,Тольятти,50000.0,300000.0,175000.0
Продавец-кассир (Автозаводский район),"от 52 000 ₽ за месяц, до вычета налогов",Без опыта,На месте работодателя,Тольятти,52000.0,52000.0,52000.0
